v_inf,re,im
1.0,-11.490523155609878,-64.20790641687763
1.0,-13.196816055135628,-64.17763188415276
1.0,-13.779623984401331,-64.09086597423047
1.0,-13.616494010387216,-63.904522513693685
1.0,-13.697476244811787,-63.860354578752876
1.0,-13.64893875105393,-63.65603539591734
1.0,-13.630897708984762,-63.631280990619246
1.0,-13.902346269884427,-63.56601960052513
1.0,-13.540868823104104,-63.43189882702055
1.0,-13.857599815666575,-63.36723269151307
1.0,-13.611392464080355,-63.36517016821149
1.0,-13.627798457130075,-63.28985626141483
1.0,-13.752644816633563,-63.231385350656204
1.0,-13.633195003385897,-63.23048081735961
1.0,-7.812439156106834,-63.12354185819676
1.0,-10.456982795222201,-63.06038855747928
1.0,-12.846916301011769,-62.99977991436256
1.0,-13.55143410009044,-62.856291577949385
1.0,-13.661294235325329,-62.62051070123757
1.0,-14.11117479710002,-62.490911808176364
1.0,-13.584464545199861,-62.44201124402308
1.0,-13.557261595430665,-62.067774834881455
1.0,-13.63874768122836,-62.025466193286995
1.0,-13.702409134671058,-61.980574905467954
1.0,-4.433654604167515,-61.95771410503126
1.0,-7.585288826686632,-61.94720658777781
1.0,-11.48233526261811,-61.92651064869446
1.0,-13.19704225431685,-61.89719250406889
1.0,-13.855047251968715,-61.69553082727476
1.0,-13.637173969018045,-61.5523990457954
1.0,-433.6585968800918,-61.50591030457176
1.0,-13.720265760191838,-61.48979195309575
1.0,-13.645870681216831,-61.31891999791776
1.0,-13.646078078600944,-61.30766369340384
1.0,-13.860490585555768,-61.26023869411886
1.0,-13.52404895128824,-61.145813811885624
1.0,-13.605377217233391,-61.09139691431142
1.0,-13.840992801114,-61.05104242479332
1.0,-13.637678761179483,-61.0225564000407
1.0,-13.798671526129093,-60.97445473581384
1.0,-741.6343788565669,-60.96078413220989
1.0,-13.656217523649088,-60.95659139028174
1.0,-7.797585164148707,-60.84456892058612
1.0,-1052.5590578543859,-60.82564902420412
1.0,-10.445798848638097,-60.77469798594379
1.0,-12.841591419982775,-60.71622521942395
1.0,-13.576955615654274,-60.55091623351247
1.0,-13.65255900211708,-60.32526660479262
1.0,-14.048943492927476,-60.16493859938117
1.0,-13.594020349398832,-60.117013338754006
1.0,-13.59244814487919,-59.75572652537037
1.0,-13.681485949910936,-59.73136357743821
1.0,-13.776377236667285,-59.68400429745858
1.0,-4.4216185696795955,-59.67583441290138
1.0,-7.573704251912132,-59.665247188565075
1.0,-11.472259242135063,-59.645702299233086
1.0,-13.193074524517716,-59.620078361696876
1.0,-0.5848282769440795,-59.30489067229385
1.0,-13.951201357925589,-59.24549060488277
1.0,-13.668482061721742,-59.199164534705865
1.0,-712.5283354608754,-59.14832027400266
1.0,-13.736342786325269,-59.13592524992685
1.0,-13.62233295964344,-58.98087228787434
1.0,-13.70357544061595,-58.968186678561985
1.0,-13.800679423286502,-58.95571007176924
1.0,-13.508923829872082,-58.8460638823873
1.0,-13.59724852124721,-58.80638978290796
1.0,-13.638743423044033,-58.74950639458606
1.0,-13.868189953273985,-58.74054191928255
1.0,-13.793156736322219,-58.732924656297605
1.0,-13.662545825881232,-58.693680035453646
1.0,-7.7809416423607916,-58.56567506635489
1.0,-1048.3298230690987,-58.56426409752437
1.0,-10.433808256636768,-58.48912028576329
1.0,-12.833027347306194,-58.43435401207099
1.0,-13.605493340020253,-58.25193948021136
1.0,-1038.9495110355547,-58.15693689905764
1.0,-13.651101506972552,-58.0246857097243
1.0,-14.006175524642018,-57.832593662515485
1.0,-1070.288298449332,-57.80437953604106
1.0,-13.606326760753813,-57.79404176008846
1.0,-812.1734848590256,-57.67497482988718
1.0,-833.0881123278949,-57.609254774361986
1.0,-362.1132021002815,-57.55185957943155
1.0,-13.63727015312003,-57.449957026921986
1.0,-13.723251591109145,-57.44766103109223
1.0,-13.855382691903442,-57.40737930145596
1.0,-4.409168892631824,-57.3931683627954
1.0,-7.561010170672358,-57.38364650898242
1.0,-11.460061540829981,-57.36489294865142
1.0,-13.182772623075394,-57.34330195380278
1.0,-1024.113802754363,-57.23299319547193
1.0,-1001.4802949571281,-57.05064736989035
1.0,-13.711706644019728,-56.87024883236311
1.0,-13.694887641377324,-56.77107555088935
1.0,-14.085646622356503,-56.76513423663689
1.0,-466.43825380826615,-56.74283276615508
1.0,-13.760146422032644,-56.67508850158339
1.0,-13.61540778861167,-56.63261068817033
1.0,-13.765084949408134,-56.556524948457714
1.0,-13.501976430232965,-56.53846974441726
1.0,-13.59876696203655,-56.519768275819196
1.0,-13.850038205271982,-56.478847688164585
1.0,-13.795375307788598,-56.473190295371786
1.0,-13.62378003184052,-56.46892533045446
1.0,-13.649101380548188,-56.41667784921875
1.0,-7.761834394822804,-56.28794535608931
1.0,-10.420808109528819,-56.20378239306127
1.0,-12.821270116920534,-56.152143762648315
1.0,-13.631142368087374,-55.95951080632409
1.0,-13.655315836154978,-55.71764156580887
1.0,-13.98355134599065,-55.50658778450274
1.0,-13.622173009577457,-55.47454778372384
1.0,-20.10506035745406,-55.45379852891553
1.0,-1018.9296426880364,-55.26880106101027
1.0,-13.757668837696114,-55.17344140903879
1.0,-13.941631525512475,-55.16010069685897
1.0,-13.690815008824712,-55.15618558247274
1.0,-4.396654509767078,-55.111626822064736
1.0,-7.547094327953802,-55.10282723350137
1.0,-11.446039065356281,-55.083505177261976
1.0,-13.167881639985437,-55.061862439418775
1.0,-645.4851495330587,-54.94740091238007
1.0,-33.71909408369247,-54.8844247294893
1.0,-13.729039241261411,-54.537366104222464
1.0,-13.669241530667485,-54.41271802951816
1.0,-13.816538932608006,-54.336086170029304
1.0,-14.173131717865921,-54.304023920643424
1.0,-13.58126996074308,-54.26003324138811
1.0,-13.63198297558232,-54.25506272162462
1.0,-13.799410811641138,-54.24979304244478
1.0,-13.50421000176839,-54.229156291540455
1.0,-13.726597932962775,-54.19643307468175
1.0,-13.620137940157417,-54.15603450307338
1.0,-13.818356795950573,-54.14342195373076
1.0,-13.637951917312341,-54.13027903258455
1.0,-7.737604494702341,-54.011671801081015
1.0,-10.406552254509084,-53.91863969066703
1.0,-12.807936014403921,-53.86848259765996
1.0,-1046.9298064848822,-53.72283571310603
1.0,-13.651623527379996,-53.66785640349834
1.0,-13.671327561822231,-53.405340865929325
1.0,-766.0471581049596,-53.39041234347419
1.0,-1008.5634183239081,-53.27387772862749
1.0,-13.965524576521178,-53.19903640108928
1.0,-13.639717822855673,-53.15822911585127
1.0,-907.8695295073275,-53.140165970370134
1.0,-14.00777983296487,-52.95517723100835
1.0,-13.781561547064609,-52.912313040950785
1.0,-13.750361405708402,-52.87137938276166
1.0,-4.3829024912316195,-52.83222166955931
1.0,-7.531259972383141,-52.8233600194074
1.0,-11.43076462213374,-52.80144425211452
1.0,-13.154581119005712,-52.775064507238355
1.0,-13.753297685424545,-52.188951649928306
1.0,-13.665938447944258,-52.07347441032483
1.0,-13.845698967872691,-52.01338289607089
